fips,tot_po_yr,tot_po8,n_years_available,avg_customers_out,avg_customer_time_std
29161,64,2,1,38247,2
29163,105,5,1,46018,5
29169,71,3,1,51556,3
29181,67,2,1,22019,3
29201,70,1,3,74505,4
29183,61,1,1,334594,2
29185,42,1,3,7327,1
29186,1,0,1,598,0
29189,63,8,3,1692939,3
29510,51,3,3,308087,2
29207,49,2,3,31225,2
29213,68,4,1,70464,2
29215,90,7,1,59532,5
29217,37,1,3,20996,2
29219,116,4,2,81474,5
29221,106,4,2,41714,4
29225,29,1,1,9978,1
29229,8,0,2,1764,0
31007,114,6,2,289,1
31019,8,0,2,4449,0
31025,50,0,2,39236,3
31033,49,3,1,16298,3
31067,28,0,3,7306,1
31101,9,1,3,8963,2
31119,7,0,3,3503,0
31131,34,1,2,9106,1
31133,1,0,2,98,0
31155,53,1,2,28960,2
31157,5,0,1,2054,0
31159,46,0,2,8569,1
31177,45,2,1,73510,6
31185,9,1,3,3935,0
32009,4,0,3,33,0
32023,80,1,3,391994,17
33001,95,5,3,215307,6
33003,114,6,3,284036,9
33005,109,6,3,304025,7
33007,88,5,3,106665,6
33009,109,7,3,271387,6
33011,64,6,3,606001,3
33013,101,6,3,360576,4
33015,86,6,3,1093016,6
33017,73,4,3,233640,3
33019,85,5,3,269229,11
34001,72,3,3,776003,6
34005,120,5,3,2649318,13
34007,112,4,3,1439905,6
34009,78,2,3,372113,7
34011,61,3,3,354825,6
34015,95,4,3,523456,4
34029,157,7,3,3123784,11
34033,92,3,3,226870,8
34037,130,6,3,1600334,24
35005,31,0,3,23333,1
35009,23,0,3,17655,1
35015,50,2,3,50989,2
35017,68,2,1,58013,4
35023,1,0,1,142,0
35025,59,2,3,40583,1
35027,58,2,2,78555,7
35029,53,1,1,48616,4
35035,71,1,2,132534,4
36001,120,7,3,1391355,10
36003,102,5,3,302261,15
36009,70,5,3,202724,6
36019,101,2,3,213396,6
36021,133,9,3,384529,13
36025,172,9,3,172005,8
36027,156,8,3,2105035,17
36029,81,6,3,1752965,4
36031,132,7,3,287642,16
36033,72,2,3,178676,8
36035,77,8,3,239347,10
36037,42,2,3,59688,2
36039,204,6,3,277461,14
36041,106,25,3,160865,108
36043,97,9,3,229801,8
36045,0,0,3,4341910,90
36049,112,6,3,79005,7
36051,77,4,3,102645,4
36053,87,4,3,149652,5
36057,57,4,3,100848,5
36065,93,6,3,366723,4
36067,102,3,3,427433,2
36071,133,8,3,1807070,12
36073,0,0,3,4539351,251
36075,104,5,3,279940,5
36079,160,8,3,2077406,52
36083,114,9,3,744357,10
36091,120,13,3,1524900,14
36093,100,9,3,655576,11
36095,101,5,3,92164,7
36099,1,0,3,1000,0
36089,0,0,3,60601,1
36105,183,12,3,1078627,34
36111,233,14,3,1048423,13
36113,109,10,3,714754,22
36115,148,10,3,291289,11
37001,66,5,3,620782,7
37003,73,4,3,142651,8
37005,78,3,3,28179,4
37007,97,6,3,215526,17
37009,83,4,3,71777,5
37013,74,6,2,501374,19
37015,74,5,3,94282,9
37017,69,4,3,395129,22
37019,60,5,3,2257891,31
37023,55,5,3,247744,5
37025,47,5,3,244084,3
37027,72,5,3,200366,5
37029,34,3,3,44529,9
37031,95,4,3,1912223,48
37033,67,6,3,269810,23
37037,116,10,2,711106,19
37039,212,12,1,289101,17
37041,31,1,3,28678,3
37043,190,7,1,123782,18
37045,69,8,3,175500,4
37047,66,4,3,649350,22
37049,66,3,2,1397939,26
37051,35,2,3,732200,4
37055,84,4,2,375728,17
37057,74,6,3,529213,6
37059,81,5,3,142682,7
37061,77,4,3,658491,23
37067,86,9,3,1941533,10
37071,60,10,2,366448,3
37073,54,3,3,49852,8
37083,55,2,3,75315,3
37085,94,5,3,574981,10
37087,143,6,3,416205,12
37089,117,12,3,887116,13
37093,73,4,3,176207,8
37095,92,5,2,150428,58
37097,77,6,3,503661,6
37099,172,16,3,330659,15
37101,95,9,3,704829,8
37103,57,5,3,178742,33
37105,99,4,3,248666,8
37109,50,4,3,166431,4
37113,0,0,2,1750,0
37115,112,9,3,57801,5
37111,95,9,3,132615,6
37121,109,6,3,70732,8
37123,120,7,3,253559,18
37125,91,4,3,788178,15
37131,68,5,1,54277,5
37133,75,2,3,2852160,34
37135,73,6,3,522717,7
37137,101,8,2,413990,58
37141,88,6,3,1157686,40
37143,42,2,3,26214,3
37149,100,9,3,329306,27
37151,87,9,3,636816,9
37153,93,3,3,372999,15
37155,112,11,1,2846753,47
37157,89,9,3,1069628,22
37161,92,9,3,629999,18
37163,84,4,2,1022819,33
37165,74,4,3,185535,11
37167,66,7,3,162200,5
37169,87,7,3,458927,18
37171,73,7,3,189349,5
37175,156,13,1,675915,36
37179,76,6,3,418469,4
37183,95,5,3,1994334,4
37189,64,3,3,51686,2
37191,52,2,3,447713,7
37193,92,5,3,210096,6
37195,53,0,3,40142,1
37197,58,4,3,209379,10
37199,141,3,3,46651,5
38013,2,0,2,18,0
38017,21,2,1,220653,2
38039,38,1,3,3104,2
38043,16,0,2,518,0
38061,46,2,2,12874,2
38063,45,3,2,4946,2
38071,1,0,2,259,0
38103,30,2,1,2711,1
39005,0,0,3,10048,0
39013,135,9,3,234861,8
39019,129,11,3,204383,15
39021,78,2,3,48349,3
39037,64,4,2,58255,2
39039,35,1,3,29574,2
39045,134,7,3,393759,6
39049,172,10,2,2225728,4
39051,1,0,3,10039,1
39053,89,5,3,51527,4
39059,95,5,3,93851,5
39063,65,3,3,104457,3
39067,160,12,3,167818,23
39071,121,4,3,133114,7
39073,217,22,3,303997,23
39077,62,2,3,71606,3
39079,136,6,3,95236,6
39083,85,6,3,154754,6
39085,93,6,3,692455,6
39087,123,4,3,139212,5
39089,142,8,2,418206,5
39097,1,0,3,8310,0
39107,2,0,2,6798,0
39111,160,11,3,71292,10
39115,2,0,3,3563,0
39117,79,0,1,35638,2
39121,108,7,3,57801,10
39125,1,0,3,2451,0
39127,136,8,3,177606,11
39129,104,4,3,126387,5
39135,87,4,2,95850,5
39141,171,9,3,238440,7
39149,72,2,2,59426,3
39167,167,7,3,219444,7
39169,98,3,3,197536,4
39171,1,0,3,6548,0
40001,52,2,3,39494,4
40003,39,0,3,4659,2
40005,2,1,2,1777,0
40009,74,2,3,66296,6
40011,6,1,3,4570,1
40013,21,3,1,11465,0
40015,89,3,3,125132,9
40017,24,2,2,249000,4
40019,70,8,2,66676,3
40021,68,4,2,63510,3
40023,90,0,2,43056,5
40027,40,7,1,2763316,18
40031,64,3,2,193580,3
40035,87,2,3,31019,4
40037,52,9,3,242020,7
40039,83,3,3,170537,11
40041,166,7,3,186187,8
40043,9,1,3,5759,2
40045,3,0,3,1092,0
40047,55,4,2,104588,3
40049,68,6,2,75077,5
40051,91,2,3,352374,13
40053,43,2,3,11195,4
40057,29,0,3,280,0
40061,51,1,3,16150,2
40063,7,0,3,1988,0
40067,3,0,3,1140,0
40069,2,0,2,983,0
40071,28,1,2,33410,1
40073,27,3,3,67495,8
40077,142,3,3,39456,7
40079,192,8,3,209275,8
40081,47,5,1,169337,9
40085,46,4,2,15758,3
40093,43,2,3,27553,6
40095,64,3,3,41550,5
40097,109,3,3,103385,5
40087,66,2,3,75957,4
40089,127,4,3,66000,4
40091,34,4,2,50392,4
40099,21,2,3,6593,1
40101,58,6,2,141181,4
40103,49,6,2,39303,6
40105,61,2,3,22983,4
40107,1,0,3,2214,0
40109,22,5,1,5201161,12
40111,42,1,2,74626,4
40113,98,2,3,75233,3
40115,57,3,3,61782,4
40117,50,2,2,132928,16
40121,197,3,3,159040,6
40123,102,3,3,133172,7
40125,70,8,1,828557,23
40127,178,5,3,44985,7
40129,110,2,3,27944,14
40131,61,1,3,103476,2
40135,47,4,2,108670,5
40137,62,3,2,68782,3
40139,47,1,3,22061,2
40141,53,2,3,24297,6
40145,58,2,3,87277,2
40147,62,3,3,80045,3
40149,72,2,3,52490,9
40151,27,1,3,4383,1
40153,5,0,3,3113,0
41001,29,2,3,22817,3
41007,0,0,3,523,0
41011,67,3,1,96933,3
41013,34,2,1,35633,3
41019,66,10,3,237222,4
41035,67,3,3,74657,2
41039,72,14,1,635809,3
41041,98,12,1,480837,18
41043,90,2,2,242146,4
41045,1,0,1,508,0
41049,52,1,3,28238,6
41057,45,4,3,136401,10
41059,98,4,3,164111,5
41061,33,1,3,29992,2
42005,122,7,3,222465,7
42007,60,9,1,241892,3
42015,2,1,3,19344,1
42017,119,8,3,3561312,12
42019,114,7,3,1070328,11
42021,136,6,3,304238,4
42023,28,3,3,2902,1
42025,93,4,3,147556,5
42029,149,10,3,2766815,12
42031,111,8,3,176180,9
42033,163,5,3,249248,7
42035,2,0,3,4189,0
42037,140,6,3,192377,6
42041,93,4,3,230841,2
42043,96,2,3,293952,2
42045,125,5,3,2233718,9
42049,132,5,3,573188,4
42051,100,5,3,247142,4
42053,229,21,3,102412,44
42057,4,1,3,5995,1
42059,8,1,3,18774,1
42061,1,0,3,9648,0
42063,174,7,3,257813,6
42065,137,6,3,162257,7
42067,79,3,3,53927,5
42069,89,3,3,219977,2
42071,77,2,3,416139,2
42077,107,4,3,548906,3
42079,89,4,3,401141,3
42081,93,4,3,128862,2
42083,1,0,3,10578,1
42089,155,6,3,1584314,23
42091,102,5,3,3993120,10
42093,57,2,3,34946,4
42095,115,4,3,773229,6
42097,90,4,3,143503,3
42101,60,1,2,1529064,2
42103,142,8,3,859878,33
42105,17,0,3,5584,1
42107,103,4,3,212088,3
42109,104,5,3,69371,4
42111,118,5,3,167420,5
42113,21,2,3,3191,1
42115,2,1,3,12926,1
42117,148,6,3,201201,10
42119,67,4,3,72401,4
42121,146,9,3,243229,9
42123,1,0,3,13918,1
42127,169,8,3,442049,19
42131,151,9,3,107651,8
42133,117,6,3,560645,3
44001,36,4,3,237967,10
44003,52,5,3,671920,8
44005,43,3,3,154543,4
44007,83,4,3,1975268,7
44009,72,5,3,1065431,17
45003,95,2,2,255584,3
45007,96,9,3,692876,6
45009,58,0,1,12943,2
45011,52,0,1,13448,1
45013,96,3,1,542826,5
45015,77,1,1,882182,8
45017,94,2,1,31752,4
45019,92,2,2,2650973,11
45021,75,4,3,118334,4
45023,72,5,3,86633,5
45025,68,3,3,230304,9
45027,87,3,3,78019,4
45029,104,5,1,296313,14
45031,78,3,3,179021,5
45033,63,2,3,218365,14
45035,63,2,1,745102,10
45037,93,3,1,51233,4
45039,60,0,1,31005,2
45041,67,3,3,276975,4
45043,39,2,2,180969,5
45045,107,10,3,2164288,8
45049,67,3,1,41074,4
45051,34,1,2,222898,1
45053,90,2,1,55914,4
45055,53,4,1,88856,3
45059,70,4,2,102946,3
45063,110,3,2,451977,3
45067,79,5,3,185018,12
45065,45,1,1,22709,4
45071,2,0,1,1028,0
45073,95,4,3,601992,13
45075,50,4,1,91630,2
45077,94,5,3,770304,11
45079,93,3,1,612778,3
45081,105,3,1,50571,5
45089,63,3,3,83021,5
45091,70,4,1,504504,3
46055,1,0,1,154,0
46063,6,2,1,1404,2
46071,1,1,1,1232,1
46075,1,0,1,115,0
46077,12,10,3,3314,1
46079,42,2,3,2958,0
46083,54,1,1,60186,2
46097,1,0,1,146,0
46099,70,2,2,348671,3
46101,15,1,2,856,0
46105,2,0,2,120,0
46111,0,0,2,52,0
47003,60,2,3,37841,2
47007,111,2,2,27128,4
47009,134,5,2,306600,5
47011,98,3,3,174738,3
47021,106,2,2,93648,5
47023,30,0,2,18398,2
47025,62,2,2,23544,1
47029,142,3,3,94277,5
47031,56,2,3,62686,2
47033,57,0,3,29861,4
47035,75,1,3,117978,3
47037,86,6,1,7361656,19
47047,101,2,3,72429,4
47049,68,2,2,54040,6
47057,133,6,3,58925,5
47059,72,2,3,58105,2
47061,78,3,3,43549,7
47063,75,4,1,100525,3
47073,123,5,3,160373,5
47079,92,4,1,179788,10
47089,20,0,3,13722,1
47095,41,1,2,12683,5
47111,74,1,3,55501,5
47113,115,3,1,158139,3
47115,48,4,3,27849,2
47117,59,1,3,44808,3
47119,25,2,1,332607,7
47107,63,2,2,33894,1
47121,82,4,2,37998,6
47123,111,2,1,98441,4
47129,0,0,2,234,0
47131,76,2,3,54442,3
47133,52,0,2,11091,1
47137,7,0,1,245,0
47139,162,6,1,111886,12
47143,60,1,2,52066,3
47145,71,1,2,47092,2
47147,81,2,2,114078,3
47149,38,1,3,101021,1
47153,59,1,3,16378,2
47155,140,10,1,1343782,27
47157,117,5,2,1485212,3
47159,0,0,3,59,0
47161,139,3,3,49308,7
47163,99,5,3,363023,4
47165,52,2,2,123631,1
47167,72,3,3,193285,7
47169,54,1,3,26545,6
47179,68,2,2,158770,2
47185,42,0,2,41431,3
47187,59,1,3,250535,2
47189,62,1,2,434190,6
48001,152,8,3,198530,9
48005,130,9,3,275394,7
48009,63,5,3,39786,9
48011,28,2,1,393,0
48015,234,12,2,127782,8
48023,7,1,3,760,0
48029,64,2,2,1310704,2
48031,44,0,3,9739,2
48033,159,12,1,2055,6
48035,93,4,1,39592,4
48037,161,11,3,323072,7
48045,40,4,1,543,1
48049,85,6,1,65589,3
48051,38,1,2,20566,2
48053,47,0,3,25911,1
48059,107,4,3,47475,7
48061,127,5,3,1033410,6
48063,131,3,3,77328,13
48065,91,5,3,78988,25
48067,88,2,3,75069,5
48071,168,9,3,196340,11
48073,140,13,3,220957,9
48075,3,0,3,2189,1
48077,57,3,3,26522,5
48081,76,6,3,2247,1
48085,110,2,1,874413,2
48087,79,1,3,714,1
48089,256,15,1,78902,8
48091,35,0,3,61464,1
48093,59,1,3,26215,4
48097,116,4,3,177157,9
48101,52,1,3,514,1
48103,213,26,3,21878,11
48105,125,7,1,2492,1
48107,29,2,3,39454,14
48117,129,2,3,53769,7
48119,1,0,3,837,0
48121,70,3,2,745718,2
48123,87,3,3,23571,2
48125,80,2,3,792,1
48129,79,1,3,1059,1
48133,78,3,3,83021,9
48135,137,12,1,321964,5
48137,7,0,3,322,0
48139,16,0,1,16424,0
48143,106,3,3,219973,12
48145,75,4,3,37948,5
48149,9,0,1,3277,0
48151,66,2,1,3282,2
48155,55,1,3,525,1
48157,74,6,3,887661,3
48161,111,8,2,58622,6
48163,59,1,3,11893,2
48165,97,3,3,55368,7
48167,110,6,3,624027,4
48169,61,3,3,24242,11
48173,374,30,1,5416,9
48179,52,4,3,121722,11
48181,84,2,2,176296,3
48183,109,5,3,313554,5
48185,106,4,2,100219,8
48187,41,0,1,43880,1
48189,44,5,1,143926,10
48191,98,2,3,1048,1
48193,38,2,2,12738,3
48195,33,3,1,36866,14
48197,137,4,3,2070,1
48199,120,7,3,255860,9
48203,95,3,3,156923,5
48207,1,0,3,2050,1
48209,53,1,3,125222,1
48211,47,1,3,15466,8
48213,139,9,3,259778,6
48217,37,0,3,18261,1
48219,60,2,3,29819,3
48221,75,1,3,70564,2
48223,128,4,3,106646,6
48225,153,9,3,167457,15
48231,77,0,2,75101,2
48233,62,11,1,107494,11
48237,84,2,3,26970,6
48243,105,8,3,1517,1
48245,145,15,3,4164328,33
48249,152,5,3,113185,6
48253,69,2,3,49885,7
48257,125,6,1,263211,5
48261,57,3,3,437,2
48263,42,1,3,339,1
48269,10,0,3,29,0
48273,110,2,3,155406,11
48275,94,2,3,1385,1
48277,82,3,3,75542,3
48279,26,0,3,12214,2
48283,69,4,3,9570,3
48285,66,2,3,22316,2
48287,22,0,1,2924,0
48291,185,13,3,362418,10
48293,98,6,2,50402,5
48297,140,4,3,42132,8
48301,187,21,3,2621,53
48303,69,4,3,404261,3
48305,141,7,3,55775,19
48313,108,4,2,81634,14
48315,141,4,3,93287,16
48317,383,18,1,6319,3
48311,9,0,3,20,0
48325,50,3,3,40302,2
48329,113,7,1,233528,3
48335,131,6,1,65632,20
48337,88,2,3,77023,7
48339,180,11,2,2585212,9
48341,5,2,1,9778,1
48343,82,3,3,37966,6
48345,48,1,3,385,1
48349,96,7,3,82946,4
48357,75,1,3,24424,5
48359,1,1,1,539,1
48361,88,11,3,2060773,49
48363,128,4,1,149507,11
48365,60,2,2,48424,4
48367,102,7,3,275439,5
48369,77,1,3,28055,6
48371,87,0,1,37075,6
48373,109,3,3,106235,4
48375,77,5,1,284579,5
48381,42,2,1,118668,2
48387,68,2,3,21203,3
48389,208,8,3,60671,12
48393,58,1,3,157,0
48395,54,1,2,56738,7
48397,82,3,1,163819,3
48401,115,7,3,131209,5
48407,141,3,3,90345,7
48415,39,5,1,19491,2
48417,159,5,3,2113,1
48421,8,2,1,5972,4
48425,60,2,3,33545,8
48427,20,0,3,15394,1
48429,85,5,3,39230,9
48433,94,4,3,1065,1
48439,102,7,2,3352640,4
48443,7,0,3,21,0
48447,73,4,3,834,1
48453,47,0,3,415287,1
48455,183,10,1,200607,25
48457,184,6,3,124316,13
48459,143,5,3,196199,11
48463,31,0,3,10567,1
48467,156,7,3,202198,8
48471,160,7,2,226098,8
48473,296,21,1,164399,8
48475,130,6,3,38098,7
48477,35,0,1,15479,1
48481,194,14,3,148633,7
48485,80,5,3,185533,3
48489,104,6,3,236030,31
48491,45,0,3,166029,1
48493,24,0,1,8575,0
48495,98,3,3,26600,8
48497,111,6,3,132661,4
48499,97,3,1,82700,4
48501,61,2,3,12380,3
48503,73,4,3,32093,3
50001,86,2,2,47432,2
50003,99,5,3,153189,7
50007,58,3,3,115746,1
50009,81,4,3,134980,35
50015,2,0,2,1472,0
50017,114,4,3,168242,10
50019,74,1,2,52731,3
50021,93,4,3,144936,4
50023,81,3,3,154044,4
50025,138,8,3,401723,15
50027,142,6,3,429164,12
51001,121,2,3,117183,7
51003,184,19,3,856687,17
51005,96,5,3,56085,7
51007,121,6,3,132411,22
51011,92,4,3,46772,6
51015,107,4,3,362403,10
51017,120,6,3,47211,20
51019,165,15,3,446493,12
51023,177,12,3,219826,14
51025,106,5,3,102056,14
51029,108,8,3,96027,14
51031,133,10,3,213947,8
51033,70,2,3,47715,4
51037,132,8,3,169085,30
51043,84,2,3,30431,4
51045,111,8,3,65742,24
51047,67,5,3,180552,9
51049,110,6,3,84153,18
51590,97,8,3,416439,18
51053,122,8,3,154825,12
51057,79,3,3,61072,11
51061,126,11,3,404960,13
51065,87,4,3,83413,7
51069,61,3,3,153248,4
51079,60,2,3,39011,4
51081,62,2,3,20743,5
51083,136,7,3,364033,21
51089,1,0,2,17036,1
51091,66,4,3,21423,16
51097,83,5,3,66913,20
51099,78,4,3,87717,8
51103,90,7,3,149925,23
51105,56,2,3,28705,3
51107,62,7,3,575074,4
51109,122,6,3,115460,7
51111,124,8,3,157533,30
51113,84,4,3,34386,6
51117,147,6,3,299616,20
51125,154,6,3,138199,18
51131,93,2,3,49793,8
51133,98,5,3,210112,30
51135,105,5,3,132098,19
51137,87,3,3,133839,8
51139,82,3,3,45515,4
51143,116,5,3,402164,13
51145,107,8,3,221314,17
51147,111,5,3,275569,31
51153,56,2,3,459698,3
51157,81,5,3,29377,8
51161,166,18,3,427346,9
51163,145,10,3,107290,10
51165,130,2,2,123053,3
51171,104,4,3,103914,5
51177,71,4,3,211513,4
51179,82,5,3,442524,8
51187,62,3,3,59724,3
51191,212,20,2,281459,10
51193,92,5,3,87480,9
51840,32,1,3,16462,1
51195,133,4,3,90363,5
53001,1,0,3,1993,0
53005,21,0,3,53437,1
53009,40,5,3,352219,9
53013,6,0,3,171,0
53015,74,0,1,79020,2
53017,42,0,3,25843,1
53019,72,5,3,54061,14
53023,12,0,1,298,0
53029,71,4,3,318181,7
53031,92,5,3,96350,5
53033,77,4,2,4223141,4
53035,121,12,1,905945,7
53041,89,4,3,204243,5
53043,78,4,3,36751,7
53045,71,4,2,177591,6
53051,4,0,2,630,0
53053,70,2,2,1497499,4
53055,97,1,3,60368,6
53057,104,6,3,297123,5
53063,47,2,3,591956,2
53065,166,8,3,320464,15
53073,102,6,2,499102,5
54001,2,0,3,6557,1
54003,33,2,3,81188,1
54007,20,3,3,11435,2
54013,100,10,3,7953,2
54015,62,7,3,9685,2
54017,70,7,3,6962,2
54021,68,7,3,8327,2
54023,15,3,3,5380,1
54027,7,1,3,10623,1
54031,6,0,3,5794,1
54041,7,1,3,7408,1
54063,10,1,3,10728,1
54067,1,0,3,12589,1
54071,28,4,3,4787,1
54073,16,0,3,2734,1
54075,17,1,3,5712,1
54077,1,0,3,10832,1
54083,1,1,3,9481,1
54085,41,5,3,9075,2
54087,11,0,3,12806,2
54089,4,0,3,6516,1
54091,2,1,3,5362,1
54093,20,2,3,4077,1
54095,42,4,3,6884,2
54097,0,0,3,7176,1
54101,27,1,3,9003,2
54103,18,2,3,10300,1
54105,44,4,3,4584,1
55001,54,2,3,41386,4
55003,61,2,1,27857,3
55005,32,2,3,71989,3
55007,105,4,1,73642,8
55009,58,2,3,339531,2
55017,46,2,3,55271,2
55019,54,2,3,119638,7
55021,50,1,3,66790,2
55025,30,0,3,161871,1
55027,47,1,3,69269,2
55029,69,3,3,91744,5
55035,45,1,3,57752,1
55037,1,0,3,1502,1
55039,38,1,3,117947,2
55041,79,3,3,79608,15
55047,66,2,3,38230,4
55049,66,1,3,32951,3
55057,35,2,3,25465,2
55059,57,3,3,187881,2
55063,34,2,3,117276,2
55065,39,0,1,14221,2
55067,84,4,3,147181,13
55069,76,7,3,200201,12
55071,30,1,3,60571,1
55073,61,2,3,214603,3
55075,93,4,3,165155,7
55077,49,1,3,37712,4
55078,58,1,3,24511,14
55079,105,5,3,906097,2
55081,38,2,3,28115,1
55083,55,4,3,174540,8
55085,111,7,3,240031,12
55087,41,0,3,537619,6
55089,50,3,3,111298,2
55091,44,2,3,9240,2
55095,67,5,3,163472,7
55097,59,2,3,396896,11
55099,26,1,3,8775,1
55101,65,3,3,291683,3
55105,53,1,3,101003,1
55107,22,1,3,13765,2
55111,52,2,3,54132,2
55113,56,2,1,37409,4
55115,46,2,3,93758,4
55117,35,2,3,113926,2
55109,68,2,3,81946,2
55123,56,3,3,30380,2
55125,118,8,3,151622,10
55127,60,4,3,126770,2
55129,27,1,3,8951,1
55131,48,1,3,97972,1
55133,79,4,3,499685,2
55135,58,1,3,212138,7
55137,83,2,3,33947,3
55139,32,1,3,84865,1
55141,27,1,3,130838,3
04007,0,0,3,2699,0
05021,0,0,1,459,0
05065,0,0,3,148,0
05073,0,0,2,6,0
05089,0,0,1,810,0
05101,0,0,1,399,0
05137,0,0,1,346,0
06005,0,0,3,2259,0
06011,0,0,3,1061,0
06015,0,0,3,361,0
06027,0,0,3,272,0
06031,0,0,3,3294,0
06033,0,0,3,2321,0
06035,0,0,3,462,0
06043,0,0,3,1300,0
06061,0,0,1,3762,0
06069,0,0,3,922,0
06093,0,0,2,1280,0
06101,0,0,2,2024,0
06107,0,0,2,15276,0
08003,0,0,3,280,0
08009,0,0,3,3,0
08015,0,0,2,248,0
08017,0,0,1,801,1
08029,0,0,2,201,0
08033,0,0,1,6,0
08037,0,0,1,251,0
08063,0,0,1,825,0
08065,0,0,3,143,0
08073,0,0,1,352,0
08091,0,0,1,62,0
08113,0,0,1,145,0
08119,0,0,1,184,0
12037,0,0,3,797,0
12043,0,0,2,588,0
12055,0,0,2,1948,0
12061,0,0,1,5934,0
12103,0,0,2,55377,0
13035,0,0,3,359,0
13065,0,0,3,47,0
13125,0,0,3,174,0
13163,0,0,1,607,0
13165,0,0,3,194,0
13221,0,0,3,926,0
13249,0,0,3,192,0
13269,0,0,3,976,0
13289,0,0,1,56,0
13319,0,0,3,244,0
16005,0,0,1,3315,0
16007,0,0,3,171,0
16023,0,0,1,125,0
16041,0,0,3,190,0
16051,0,0,1,749,0
16061,0,0,1,431,0
16065,0,0,3,407,0
16071,0,0,2,187,0
16081,0,0,3,189,0
17003,0,0,1,68,0
17005,0,0,1,4,0
17007,0,0,1,365,0
17009,0,0,1,306,0
17025,0,0,1,0,0
17037,0,0,1,596,0
17039,0,0,3,26,0
17041,0,0,1,87,0
17043,0,0,1,11116,0
17051,0,0,1,577,0
17053,0,0,1,8,0
17063,0,0,1,677,0
17075,0,0,1,15,0
17089,0,0,1,1683,0
17093,0,0,3,640,0
17095,0,0,1,19,0
17097,0,0,1,5509,0
17103,0,0,1,548,0
17107,0,0,2,20,0
17111,0,0,1,1776,0
17113,0,0,3,214,0
17135,0,0,1,235,0
17141,0,0,1,512,0
17145,0,0,2,4,0
17147,0,0,2,17,0
17155,0,0,3,16,0
17157,0,0,3,22,0
17175,0,0,2,8,0
17177,0,0,1,338,0
17179,0,0,1,44,0
17195,0,0,1,619,0
17197,0,0,1,7041,0
17201,0,0,1,1596,0
17203,0,0,2,22,0
18001,0,0,2,2096,0
18005,0,0,2,430,0
18007,0,0,3,1235,0
18009,0,0,3,1610,0
18015,0,0,2,204,0
18017,0,0,2,178,0
18023,0,0,3,313,0
18035,0,0,3,6388,0
18045,0,0,1,190,0
18049,0,0,3,221,0
18053,0,0,2,4631,0
18059,0,0,3,1949,0
18065,0,0,1,357,0
18067,0,0,3,731,0
18075,0,0,3,1576,0
18081,0,0,3,1435,0
18093,0,0,2,1065,0
18099,0,0,2,1093,0
18101,0,0,3,60,0
18117,0,0,2,136,0
18135,0,0,3,2504,0
18139,0,0,3,165,0
18145,0,0,3,288,0
18147,0,0,3,321,0
18159,0,0,3,496,0
18165,0,0,1,259,0
18167,0,0,1,1563,0
18169,0,0,3,434,0
18171,0,0,1,371,0
18179,0,0,2,1282,0
18181,0,0,3,551,0
19003,0,0,1,352,0
19005,0,0,1,157,0
19011,0,0,1,390,0
19017,0,0,2,388,0
19019,0,0,2,514,0
19021,0,0,2,368,0
19025,0,0,1,197,0
19027,0,0,1,131,0
19037,0,0,1,237,0
19039,0,0,3,446,0
19053,0,0,3,410,0
19065,0,0,1,376,0
19075,0,0,1,1115,0
19079,0,0,2,210,0
19087,0,0,1,227,0
19091,0,0,2,146,0
19093,0,0,2,194,0
19115,0,0,2,337,0
19131,0,0,1,198,0
19161,0,0,2,152,0
19173,0,0,1,457,0
19177,0,0,3,338,0
19187,0,0,1,424,0
19189,0,0,1,195,0
20013,0,0,2,76,0
20021,0,0,1,4,0
20023,0,0,3,136,0
20029,0,0,3,135,0
20035,0,0,2,284,0
20039,0,0,3,200,0
20041,0,0,2,113,0
20047,0,0,3,155,0
20073,0,0,1,2244,1
20077,0,0,2,16,0
20089,0,0,3,10,0
20123,0,0,3,117,0
20129,0,0,3,30,0
20137,0,0,3,90,0
20141,0,0,3,59,0
20147,0,0,3,347,0
20149,0,0,2,78,0
20153,0,0,3,219,0
20157,0,0,3,34,0
20159,0,0,1,115,0
20163,0,0,3,127,0
20165,0,0,2,266,0
20175,0,0,2,0,0
20181,0,0,3,399,0
20183,0,0,3,148,0
20185,0,0,3,289,0
20195,0,0,1,23,0
20201,0,0,3,128,0
21019,0,0,3,6242,0
21025,0,0,1,3362,0
21027,0,0,1,980,0
21037,0,0,3,896,0
21041,0,0,2,734,0
21055,0,0,3,237,0
21063,0,0,1,486,0
21065,0,0,1,323,0
21075,0,0,3,159,0
21077,0,0,3,404,0
21087,0,0,2,28,0
21091,0,0,1,387,0
21107,0,0,3,420,0
21117,0,0,3,2502,0
21119,0,0,3,4340,1
21129,0,0,1,316,0
21131,0,0,2,4996,1
21133,0,0,3,5252,0
21153,0,0,1,2098,0
21163,0,0,1,788,0
21165,0,0,1,2397,1
21175,0,0,1,1174,0
21181,0,0,3,410,0
21183,0,0,1,450,0
21193,0,0,3,7542,1
21195,0,0,3,13330,0
21205,0,0,1,2135,0
22015,0,0,3,23268,0
22017,0,0,3,41201,0
22069,0,0,3,10760,1
23001,0,0,3,3654,0
23005,0,0,3,10113,0
23011,0,0,3,12996,0
23013,0,0,3,3861,0
23017,0,0,3,10986,0
23031,0,0,3,7454,0
24001,0,0,3,11125,0
24017,0,0,3,4545,0
24021,0,0,3,21913,0
24037,0,0,3,4703,0
24043,0,0,3,19507,0
